curve_uid,panel_uid,publication_batch,source_collection,case_id,case_rel_path,paper_title,figure_id,panel_id,curve_label,condition_label,catalyst_role,material_class,contains_pgm,pgm_class,electrolyte_regime,regime_class,electrolyte_identity,support_material,substrate_material,ir_compensation_status,scan_rate_text,measurement_configuration,x_axis_units,x_axis_label,y_axis_units,y_axis_label,x_axis_type,y_axis_type,axis_orientation,reference_basis,current_density_basis,linear_axes,potential_unit_mode,current_unit_mode,native_point_count,fit_point_count,j_min_mA,j_max_mA,y_min_mV,y_max_mV,signed_potential_min_mV,signed_potential_max_mV,crosses_zero_potential,eta_rule,raw_branch_candidate_point_count,raw_branch_current_positive_count,raw_branch_current_negative_count,selected_current_sign,selected_current_sign_rule,selected_current_sign_raw_point_count,model_direction,model_direction_rule,reference_axis_ready,fit_range_ok,canonical_fit_eligible,fit_error,tss_mV2,bv_fit_ok,bv_fit_error,bv_j0_mA,bv_log_j0,bv_alpha,bv_b_tafel_mV_dec,bv_r_mV_per_mA,bv_e_offset_mV,bv_sse_mV2,bv_rmse_mV,bv_r2,bv_nfev,bv_at_alpha_low,bv_at_alpha_high,bv_at_r_upper_bound,bv_at_e_upper_bound,bv_at_e_lower_bound,bvir_fit_ok,bvir_fit_error,bvir_j0_mA,bvir_log_j0,bvir_alpha,bvir_b_tafel_mV_dec,bvir_r_mV_per_mA,bvir_e_offset_mV,bvir_sse_mV2,bvir_rmse_mV,bvir_r2,bvir_nfev,bvir_at_alpha_low,bvir_at_alpha_high,bvir_at_r_upper_bound,bvir_at_e_upper_bound,bvir_at_e_lower_bound,bv_offset_fit_ok,bv_offset_fit_error,bv_offset_j0_mA,bv_offset_log_j0,bv_offset_alpha,bv_offset_b_tafel_mV_dec,bv_offset_r_mV_per_mA,bv_offset_e_offset_mV,bv_offset_sse_mV2,bv_offset_rmse_mV,bv_offset_r2,bv_offset_nfev,bv_offset_at_alpha_low,bv_offset_at_alpha_high,bv_offset_at_r_upper_bound,bv_offset_at_e_upper_bound,bv_offset_at_e_lower_bound,bvir_offset_fit_ok,bvir_offset_fit_error,bvir_offset_j0_mA,bvir_offset_log_j0,bvir_offset_alpha,bvir_offset_b_tafel_mV_dec,bvir_offset_r_mV_per_mA,bvir_offset_e_offset_mV,bvir_offset_sse_mV2,bvir_offset_rmse_mV,bvir_offset_r2,bvir_offset_nfev,bvir_offset_at_alpha_low,bvir_offset_at_alpha_high,bvir_offset_at_r_upper_bound,bvir_offset_at_e_upper_bound,bvir_offset_at_e_lower_bound,BV,BV+iR+offset,pm_group,strict_bv_tafel_mV_dec,strict_bv_log10_intercept_mV,R_eff,E_offset,j_max,D_R_mV
batch2/case223/figure_3__panel_a/curve_ptc_orange,batch2/case223/figure_3__panel_a,batch2,working-in-progress-1-to-301,case223,batch2/case223,Double-Tuned RuCo Dual Metal Single Atoms and Nanoalloy with Synchronously Expedited Volmer/Tafel Kinetics for Effective and Ultrastable Ampere-Level Current Density Hydrogen Production,figure_3,a,Pt/C,Pt/C,benchmark,composite,True,PGM,alkaline,alkaline,1 M KOH,carbon,,unclear,,three_electrode_half_cell,V vs. RHE,E,mA cm^-2,j,linear,linear,potential_x_current_y,rhe,True,True,V,mA,23,20,18.6046511627907,495.3488372093024,8.974358974358974,195.51282051282053,-207.05128205128207,-8.974358974358974,False,minus_E_RHE_negative_branch,23,0,23,-1.0,single_current_sign,20,1.0,minus_E_RHE_negative_branch,True,True,True,,68963.18211702828,True,,59.58418977509754,4.087390266650496,0.1455781557929785,203.22420419322432,0.0,0.0,1359.1407271376063,8.243605786115703,0.9802917921503218,15.0,False,False,False,False,False,True,,38.38989257499798,3.6477942107539847,0.4407515439773776,67.12399596373007,0.2488809298846122,0.0,99.75163941454518,2.23328949550372,0.9985535522527764,8.0,False,False,False,False,False,True,,87.1336477435801,4.467443120896299,0.1309434742111237,225.93722243267027,0.0,19.79112858816937,750.3015019587732,6.124955109871309,0.9891202598411782,18.0,False,False,False,False,False,True,,30.351724065701145,3.412853322010754,0.4916564728645219,60.17413883839491,0.2587303211028378,-3.078513860283274,97.30826434010878,2.2057681693699,0.9985889823909956,9.0,False,False,False,False,False,False,True,PM,60.17413883839491,-92.26762146747106,0.2587303211028378,-3.078513860283274,495.3488372093024,128.16176370908013
batch2/case223/figure_3__panel_a/curve_ru_rusa_blue,batch2/case223/figure_3__panel_a,batch2,working-in-progress-1-to-301,case223,batch2/case223,Double-Tuned RuCo Dual Metal Single Atoms and Nanoalloy with Synchronously Expedited Volmer/Tafel Kinetics for Effective and Ultrastable Ampere-Level Current Density Hydrogen Production,figure_3,a,Ru@RuSA-NMC,Ru@RuSA-NMC,other,composite,True,PGM,alkaline,alkaline,1 M KOH,N-doped mesoporous carbon,,unclear,,three_electrode_half_cell,V vs. RHE,E,mA cm^-2,j,linear,linear,potential_x_current_y,rhe,True,True,V,mA,31,29,20.930232558139537,475.5813953488372,28.205128205128204,171.7948717948718,-182.05128205128204,-28.205128205128204,False,minus_E_RHE_negative_branch,31,0,31,-1.0,single_current_sign,29,1.0,minus_E_RHE_negative_branch,True,True,True,,53385.93030900723,True,,17.15868529620245,2.8425044766843635,0.2639570326216094,112.08265438169364,0.0,0.0,734.9925064279727,5.034339002011235,0.9862324679522544,9.0,False,False,False,False,False,True,,10.787446797506774,2.3783831245324274,0.4021992337710992,73.55808359342322,0.1070333971044964,0.0,37.41352227831007,1.135835136748622,0.999299187593777,9.0,False,False,False,False,False,True,,37.42612679303159,3.6223690378826903,0.2335560398458405,126.67197507918426,0.0,25.995255235250497,213.63850573905813,2.714193254999497,0.9959982245415134,9.0,False,False,False,False,False,True,,18.230516885326697,2.903096941844662,0.3618554457825423,81.75918092089304,0.0918149067856917,11.721286847992774,26.99108427429077,0.9647419571787376,0.9994944157736306,11.0,False,False,False,False,False,False,True,PM,81.75918092089304,-91.36060524857123,0.0918149067856917,11.721286847992774,475.5813953488372,43.66546148296268
batch2/case223/figure_3__panel_b/curve_2,batch2/case223/figure_3__panel_b,batch2,working-in-progress-1-to-301,case223,batch2/case223,Double-Tuned RuCo Dual Metal Single Atoms and Nanoalloy with Synchronously Expedited Volmer/Tafel Kinetics for Effective and Ultrastable Ampere-Level Current Density Hydrogen Production,figure_3,b,Pt/C,Pt/C,benchmark,composite,True,PGM,alkaline,alkaline,1 M KOH,carbon,,unclear,,three_electrode_half_cell,V vs. RHE,E,A cm^-2,j,linear,linear,potential_x_current_y,rhe,True,True,V,A_to_mA,31,9,70.12883517067341,468.5881259131359,18.76700760063801,215.8205874073378,-747.8652528854273,64.98076381720941,True,minus_E_RHE_negative_branch,31,0,31,-1.0,single_current_sign,9,1.0,minus_E_RHE_negative_branch,True,True,True,,37638.24455872785,True,,86.73250199011086,4.462828692315675,0.1074604724675699,275.3105786676456,0.0,0.0,820.2472011744974,9.546652707010844,0.9782070813665432,12.0,False,False,False,False,False,True,,111.31353271376636,4.712350838615076,0.215489735874162,137.29194450459497,0.2694845102108719,0.0,315.84883103098656,5.9240454555142055,0.9916083006863362,44.0,False,False,False,False,False,True,,104.39651724486993,4.648196315168622,0.1010065764485813,292.9017683715466,0.0,12.955908661967026,696.3703586565155,8.796276729114904,0.9814983305725123,18.0,False,False,False,False,False,True,,0.01979243783525,-3.922455341747157,0.5377116812140641,55.02020114598819,0.3675796590408656,-199.99999958590823,161.81418982472127,4.240206884689594,0.9957008040167166,37.0,False,False,False,False,True,False,True,PM,55.02020114598819,-106.27304784556598,0.3675796590408656,-199.99999958590823,468.5881259131359,172.24346355374868
batch2/case227/figure_3__panel_a/curve_1,batch2/case227/figure_3__panel_a,batch2,working-in-progress-1-to-301,case227,batch2/case227,Scalable Fabrication of Cu2S@NiS@Ni/NiMo Hybrid Cathode for High-Performance Seawater Electrolysis,figure_3,a,Cu2S@NiS@Ni/NiMo,Cu2S@NiS@Ni/NiMo,candidate,composite,False,non-PGM,saline_or_seawater,saline_or_seawater,artificial seawater (1.0 M NaOH + 0.5 m NaCl),Cu2S,Cu foam,yes,,three_electrode_half_cell,V vs.RHE,E (V vs.RHE),mA cm^-2,j (mA cm^-2),linear,linear,potential_x_current_y,rhe,True,True,V,mA,32,20,25.010183299389137,495.2505091649696,87.23163841807914,178.5310734463277,-194.8022598870056,-87.23163841807914,False,minus_E_RHE_negative_branch,32,0,32,-1.0,single_current_sign,20,1.0,minus_E_RHE_negative_branch,True,True,True,,12955.406173194157,True,,2.079898396866345,0.7323190448597299,0.4016330563720037,73.66177755932229,0.0,0.0,191.29237376459133,3.0926717718227983,0.9852345521856049,8.0,False,False,False,False,False,True,,0.5465630578500889,-0.6041055931177731,0.5774902664706554,51.23030910937201,0.0577721634929711,0.0,12.006429262890276,0.774804145022801,0.9990732494911868,8.0,False,False,False,False,False,True,,34.64243812080576,3.545079465767178,0.3479560169209232,85.02512794790611,0.0,79.28746607936425,42.33484265308799,1.454902791479348,0.9967322643468576,22.0,False,False,False,False,False,True,,12.497544267854172,2.525532166436076,0.5131555177699237,57.65309703287629,0.0476109883752171,64.00829609641643,9.49833926924934,0.6891421939356688,0.9992668435753946,9.0,False,False,False,False,False,False,True,Non-PM,57.65309703287629,0.7729561759881847,0.0476109883752171,64.00829609641643,495.2505091649696,23.57936623467372
batch2/case227/figure_3__panel_a/curve_4,batch2/case227/figure_3__panel_a,batch2,working-in-progress-1-to-301,case227,batch2/case227,Scalable Fabrication of Cu2S@NiS@Ni/NiMo Hybrid Cathode for High-Performance Seawater Electrolysis,figure_3,a,Cu@Pt/C,Cu@Pt/C,benchmark,composite,True,PGM,saline_or_seawater,saline_or_seawater,artificial seawater (1.0 M NaOH + 0.5 m NaCl),carbon,Cu foam,yes,,three_electrode_half_cell,V vs.RHE,E (V vs.RHE),mA cm^-2,j (mA cm^-2),linear,linear,potential_x_current_y,rhe,True,True,V,mA,32,27,4.887983706721116,476.98574338085547,31.638418079096045,395.7062146892656,-424.180790960452,-22.598870056497177,False,minus_E_RHE_negative_branch,32,0,32,-1.0,single_current_sign,28,1.0,minus_E_RHE_negative_branch,True,True,True,,324348.82270952367,True,,3.998234863676322,1.3858529796444976,0.1671484168844683,176.9984150037999,0.0,0.0,8347.161371672617,17.58277921367278,0.974264863051012,11.0,False,False,False,False,False,True,,2.0608203011353585,0.723104107973785,0.2471449895015898,119.70707930841937,0.2433579567101628,0.0,606.6676200446308,4.740165726297352,0.9981295827899832,13.0,False,False,False,False,False,True,,12.73754052070264,2.5445535797569443,0.1470341900650715,201.21173752752424,0.0,59.33465952948386,6166.763850016756,15.11286409360356,0.9809872476227868,18.0,False,False,False,False,False,True,,0.0437235131320132,-3.129869263641058,0.2473071673860836,119.62857838551297,0.243446599168701,-199.9999700336761,565.6781902027293,4.577231049617505,0.9982559573194156,14.0,False,False,False,False,True,False,True,PM,119.62857838551297,-37.390643811107594,0.243446599168701,-199.9999700336761,476.98574338085547,116.120557078024
batch2/case229/figure_9__panel_l/curve_au_nps,batch2/case229/figure_9__panel_l,batch2,working-in-progress-1-to-301,case229,batch2/case229,Interfacial Proton Supply/Filtration Regulates the Dynamics of Electrocatalytic Nitrogen Reduction Reaction: A Perspective,figure_9,l,Au NPs,Au NPs,benchmark,metal,True,PGM,alkaline,alkaline,"0.1 M KOH, Ar-saturated",,,unclear,,three_electrode_half_cell,V vs. RHE,Potential (V vs. RHE),mA cm^-2,Current density,linear,linear,potential_x_current_y,rhe,True,True,V,mA,47,36,0.792741165234003,23.715377268385865,18.613480341169208,692.5005200748907,-692.5005200748907,180.7052215519033,True,minus_E_RHE_negative_branch,47,0,47,-1.0,single_current_sign,37,1.0,minus_E_RHE_negative_branch,True,True,True,,1406330.7135143734,True,,1.459877917212998,0.3783528138767745,0.055129083244996,536.6496795796196,0.0,0.0,20304.918981484287,23.749221613843524,0.9855617752024038,14.0,False,False,False,False,False,True,,1.0585454721974814,0.0568957697607442,0.0925530184993833,319.6546729498877,11.301455658566663,0.0,995.3298973141804,5.258141563629842,0.9992922504729866,15.0,False,False,False,False,False,True,,2.0020198408539427,0.694156591360375,0.0526553324348827,561.8615150807791,0.0,54.14971259685461,13955.878589174828,19.68916692355837,0.9900763892482306,15.0,False,False,False,False,False,True,,1.1094162072534273,0.1038339375582708,0.0914655608214576,323.4551299225698,11.1426718226875,4.776965460029341,980.8013975039556,5.219624820233612,0.9993025812576808,24.0,False,False,False,False,False,False,True,PM,323.4551299225698,-9.80908387446504,11.1426718226875,4.776965460029341,23.715377268385865,264.25266605284685
batch2/case229/figure_9__panel_l/curve_pt_nps,batch2/case229/figure_9__panel_l,batch2,working-in-progress-1-to-301,case229,batch2/case229,Interfacial Proton Supply/Filtration Regulates the Dynamics of Electrocatalytic Nitrogen Reduction Reaction: A Perspective,figure_9,l,Pt NPs,Pt NPs,benchmark,metal,True,PGM,alkaline,alkaline,"0.1 M KOH, Ar-saturated",,,unclear,,three_electrode_half_cell,V vs. RHE,Potential (V vs. RHE),mA cm^-2,Current density,linear,linear,potential_x_current_y,rhe,True,True,V,mA,40,28,0.4106972301814719,32.884431709646606,1.5290201789058482,411.55606407322654,-411.55606407322654,180.7052215519033,True,minus_E_RHE_negative_branch,40,6,34,-1.0,single_current_sign,28,1.0,minus_E_RHE_negative_branch,True,True,True,,421343.233026138,True,,4.617308590674816,1.5298119792109026,0.0678303475830859,436.1617758586063,0.0,0.0,18219.421569256512,25.508697094784104,0.956758717973462,17.0,False,False,False,False,False,True,,0.7979266510248804,-0.2257386017657854,0.99,29.88384329186393,10.890986133398194,0.0,639.7514169902232,4.77998586739626,0.998481638325136,17.0,False,True,False,False,False,True,,6.800307709069688,1.916967862492028,0.0596883726662231,495.65775606556326,0.0,42.94554156862303,10096.113522059495,18.988825211968653,0.9760382682556736,21.0,False,False,False,False,False,True,,0.5464317299589054,-0.604345901476569,0.99,29.88384329186393,10.850742879833785,-3.8306370856652094,635.5278833521812,4.764181399299889,0.9984916622991956,21.0,False,True,False,False,False,False,True,PM,29.88384329186393,4.012798654780074,10.850742879833785,-3.8306370856652094,32.884431709646606,356.8205132308282
batch2/case229/figure_9__panel_l/curve_rh_nns,batch2/case229/figure_9__panel_l,batch2,working-in-progress-1-to-301,case229,batch2/case229,Interfacial Proton Supply/Filtration Regulates the Dynamics of Electrocatalytic Nitrogen Reduction Reaction: A Perspective,figure_9,l,Rh NNs,Rh NNs,candidate,metal,True,PGM,alkaline,alkaline,"0.1 M KOH, Ar-saturated",,,unclear,,three_electrode_half_cell,V vs. RHE,Potential (V vs. RHE),mA cm^-2,Current density,linear,linear,potential_x_current_y,rhe,True,True,V,mA,31,21,1.3658070678127994,34.0305635148042,16.715206989806614,320.4389432078219,-320.4389432078219,188.2983149573537,True,minus_E_RHE_negative_branch,31,0,31,-1.0,single_current_sign,21,1.0,minus_E_RHE_negative_branch,True,True,True,,177577.60778879383,True,,3.818079811043007,1.339747628972712,0.0965129762411464,306.53914127593026,0.0,0.0,6190.129745964401,17.168811349105155,0.9651412707770748,17.0,False,False,False,False,False,True,,1.370523696626796,0.3151929271087042,0.4985366384541336,59.34369227241292,6.876430391292603,0.0,87.89318582688182,2.045822524384773,0.999505043530424,11.0,False,False,False,False,False,True,,5.965455809644982,1.7859854666531056,0.0853409151357746,346.6684744577265,0.0,36.67910007803769,2806.6852377006567,11.560781893355896,0.9841945993492668,20.0,False,False,False,False,False,True,,4.351019873139081e-05,-10.042515193754394,0.6374687597826328,46.410125053082325,7.1666858168881244,-199.8871241547793,71.90803423253901,1.8504572695178296,0.9995950613642792,5.0,False,False,False,False,False,False,True,PM,46.410125053082325,2.526409836959232,7.1666858168881244,-199.8871241547793,34.0305635148042,243.88635688225773
batch2/case231/figure_4__panel_a/curve_2,batch2/case231/figure_4__panel_a,batch2,working-in-progress-1-to-301,case231,batch2/case231,"A Low-Cost, Durable Bifunctional Electrocatalyst Containing Atomic Co and Pt Species for Flow Alkali-Al/Acid Hybrid Fuel Cell and Zn-Air Battery | A Low-Cost, Durable Bifunctional Electrocatalyst Containing Atomic Co and Pt Species for Flow Alkali-Al/Acid Hybrid Fuel Cell and Zn–Air Battery",figure_4,a,Pt@NG,Pt@NG,support_control,composite,True,PGM,acidic,acidic,0.5 M H2SO4,nitrogen-doped graphene,,no,,three_electrode_half_cell,V vs. RHE,Potential,mA cm^-2,Current density,linear,linear,potential_x_current_y,rhe,True,True,V,mA,39,36,1.1435727585809174,49.3120437655511,5.9044201598434265,234.25216114826293,-234.25216114826293,13.668243353449672,True,minus_E_RHE_negative_branch,39,0,39,-1.0,single_current_sign,36,1.0,minus_E_RHE_negative_branch,True,True,True,,165366.81944031685,True,,3.74930570924526,1.321570678639752,0.1602397707975668,184.62960045243972,0.0,0.0,7831.161061524685,14.748974598561723,0.952643697883111,17.0,False,False,False,False,False,True,,0.7934344464962786,-0.2313843555395044,0.7639486891430604,38.72642924766518,3.2428151525429456,0.0,383.3376459295941,3.2631683901522344,0.9976818950305328,13.0,False,False,False,False,False,True,,7.509623969740828,2.0161853939153884,0.1293621378680119,228.69910274002143,0.0,28.44237211424218,4311.319387748781,10.94343967324308,0.9739287518358252,21.0,False,False,False,False,False,True,,1.3823383715344147e-06,-13.491734020666982,0.8334565713141951,35.496756372435364,3.2707428666508407,-199.9999999908273,270.34926388319536,2.740383508659546,0.9983651541173848,15.0,False,False,False,False,True,False,True,PM,35.496756372435364,7.989184439522916,3.2707428666508407,-199.9999999908273,49.3120437655511,161.28701538615033
batch2/case231/figure_4__panel_a/curve_3,batch2/case231/figure_4__panel_a,batch2,working-in-progress-1-to-301,case231,batch2/case231,"A Low-Cost, Durable Bifunctional Electrocatalyst Containing Atomic Co and Pt Species for Flow Alkali-Al/Acid Hybrid Fuel Cell and Zn-Air Battery | A Low-Cost, Durable Bifunctional Electrocatalyst Containing Atomic Co and Pt Species for Flow Alkali-Al/Acid Hybrid Fuel Cell and Zn–Air Battery",figure_4,a,Pt@CoN4-G,Pt@CoN4-G,candidate,composite,True,PGM,acidic,acidic,0.5 M H2SO4,nitrogen-doped graphene,,no,,three_electrode_half_cell,V vs. RHE,Potential,mA cm^-2,Current density,linear,linear,potential_x_current_y,rhe,True,True,V,mA,35,30,3.617743503551009,49.17362861897936,2.642309574294576,97.24351655521124,-97.24351655521124,13.668243353449672,True,minus_E_RHE_negative_branch,35,0,35,-1.0,single_current_sign,30,1.0,minus_E_RHE_negative_branch,True,True,True,,23916.468899106312,True,,10.5887454520811,2.359791687258736,0.2230840188894531,132.61821714627536,0.0,0.0,384.23557085215344,3.5788059966612398,0.983934268370758,13.0,False,False,False,False,False,True,,57.35770645036524,4.049307210316993,0.99,29.88384329186393,1.726709289796851,0.0,108.58901375093048,1.902533519204769,0.9954596552606064,17.0,False,True,False,False,False,True,,12.99339616231404,2.5644412408778625,0.2019797036828407,146.4751374494599,0.0,5.102457494368807,306.97917536642154,3.198849664939057,0.9871645276457224,19.0,False,False,False,False,False,True,,19.642094525369632,2.9776749431346348,0.99,29.88384329186393,1.592837555239255,-2.13444030818947,104.14342520150272,1.8631820916691844,0.9956455350645264,30.0,False,True,False,False,False,False,True,PM,29.88384329186393,-40.77986177187101,1.592837555239255,-2.13444030818947,49.17362861897936,78.32560239169814
batch2/case231/figure_4__panel_a/curve_4,batch2/case231/figure_4__panel_a,batch2,working-in-progress-1-to-301,case231,batch2/case231,"A Low-Cost, Durable Bifunctional Electrocatalyst Containing Atomic Co and Pt Species for Flow Alkali-Al/Acid Hybrid Fuel Cell and Zn-Air Battery | A Low-Cost, Durable Bifunctional Electrocatalyst Containing Atomic Co and Pt Species for Flow Alkali-Al/Acid Hybrid Fuel Cell and Zn–Air Battery",figure_4,a,Pt/C,Pt/C,benchmark,composite,True,PGM,acidic,acidic,0.5 M H2SO4,carbon,,no,,three_electrode_half_cell,V vs. RHE,Potential,mA cm^-2,Current density,linear,linear,potential_x_current_y,rhe,True,True,V,mA,21,21,2.3893090777266988,49.17362861897936,7.535475452617851,72.77768716359485,-72.77768716359485,-7.535475452617851,False,minus_E_RHE_negative_branch,21,0,21,-1.0,single_current_sign,21,1.0,minus_E_RHE_negative_branch,True,True,True,,8193.851413709393,True,,4.019315792490162,1.3911116872720235,0.4910110803968716,60.2532326460586,0.0,0.0,254.67943445755284,3.4824692557187533,0.9689182264116432,11.0,False,False,False,False,False,True,,2.6114666273138885,0.9599119896871132,0.99,29.88384329186393,0.6245575992927186,0.0,68.40518210993932,1.804823987064341,0.9916516447936208,9.0,False,True,False,False,False,True,,9.999884709443355,2.3025735638719214,0.3507965072062315,84.33665743870252,0.0,10.179569898396467,125.76494175716138,2.4472038636658406,0.9846513031043326,16.0,False,False,False,False,False,True,,4.638343783742059,1.534357359359752,0.99,29.88384329186393,0.6898786483265377,4.368018263550114,61.376971145359946,1.7095943705112646,0.9925093868504048,22.0,False,True,False,False,False,False,True,PM,29.88384329186393,-15.545467244689275,0.6898786483265377,4.368018263550114,49.17362861897936,33.92383644497263
batch2/case231/figure_4__panel_e/curve_2,batch2/case231/figure_4__panel_e,batch2,working-in-progress-1-to-301,case231,batch2/case231,"A Low-Cost, Durable Bifunctional Electrocatalyst Containing Atomic Co and Pt Species for Flow Alkali-Al/Acid Hybrid Fuel Cell and Zn-Air Battery | A Low-Cost, Durable Bifunctional Electrocatalyst Containing Atomic Co and Pt Species for Flow Alkali-Al/Acid Hybrid Fuel Cell and Zn–Air Battery",figure_4,e,Pt@NG,Pt@NG,support_control,composite,True,PGM,alkaline,alkaline,1.0 M KOH,nitrogen-doped graphene,,unclear,,three_electrode_half_cell,V vs. RHE,Potential,mA cm^-2,Current density,linear,linear,potential_x_current_y,rhe,True,True,V,mA,31,29,0.4475524475524459,37.930069930069926,21.971315227342064,321.0253280439426,-321.0253280439426,-7.018614586512037,False,minus_E_RHE_negative_branch,31,1,30,-1.0,single_current_sign,29,1.0,minus_E_RHE_negative_branch,True,True,True,,231568.3727562172,True,,1.4998847456436015,0.4053882689185105,0.1421517359704357,208.12271237474215,0.0,0.0,8057.238568896641,16.66840762402257,0.9652057900956152,12.0,False,False,False,False,False,True,,0.4451013408763041,-0.8094532904366609,0.3624719384832539,81.62012480950193,4.3996221486594,0.0,168.6113352687058,2.4112619050577973,0.999271872349139,12.0,False,False,False,False,False,True,,3.1487523609018004,1.1470062984745726,0.1235187518833589,239.5183274429696,0.0,42.13815683980655,3553.253542196888,11.069145595468775,0.9846557044906232,21.0,False,False,False,False,False,True,,0.8981713390877292,-0.107394428114243,0.3144878788410742,94.07359344967314,4.055314827529828,16.054941627222007,48.65892282517898,1.2953354355237154,0.9997898723290836,11.0,False,False,False,False,False,False,True,PM,94.07359344967314,20.44260999175683,4.055314827529828,16.054941627222007,37.930069930069926,153.81837499665582
batch2/case231/figure_4__panel_e/curve_3,batch2/case231/figure_4__panel_e,batch2,working-in-progress-1-to-301,case231,batch2/case231,"A Low-Cost, Durable Bifunctional Electrocatalyst Containing Atomic Co and Pt Species for Flow Alkali-Al/Acid Hybrid Fuel Cell and Zn-Air Battery | A Low-Cost, Durable Bifunctional Electrocatalyst Containing Atomic Co and Pt Species for Flow Alkali-Al/Acid Hybrid Fuel Cell and Zn–Air Battery",figure_4,e,Pt@CoN4-G,Pt@CoN4-G,candidate,composite,True,PGM,alkaline,alkaline,1.0 M KOH,CoN4-site-rich nitrogen-doped graphene,,unclear,,three_electrode_half_cell,V vs. RHE,Potential,mA cm^-2,Current density,linear,linear,potential_x_current_y,rhe,True,True,V,mA,32,32,1.146853146853145,39.32867132867133,2.746414403417743,135.18462007934085,-135.18462007934085,-2.746414403417743,False,minus_E_RHE_negative_branch,32,0,32,-1.0,single_current_sign,32,1.0,minus_E_RHE_negative_branch,True,True,True,,49790.62233528753,True,,6.813998092086748,1.918979039239726,0.181944849577329,162.6042447899645,0.0,0.0,786.5320772869511,4.9577341008990405,0.9842032085481784,13.0,False,False,False,False,False,True,,8.779090911026989,2.172372861400989,0.99,29.88384329186393,2.781478509428976,0.0,40.55438404547844,1.125755080566462,0.9991855015634794,14.0,False,True,False,False,False,True,,8.773347190231526,2.171718397221444,0.1651324451746797,179.15924897526827,0.0,9.28232226854594,442.3252557983941,3.71788437739796,0.9911162938912512,14.0,False,False,False,False,False,True,,7.905848405820869,2.067602790117028,0.99,29.88384329186393,2.764716747125922,-0.5482779062686784,40.07347763857874,1.1190603988192889,0.9991951601374104,18.0,False,True,False,False,False,False,True,PM,29.88384329186393,-27.382429641931665,2.764716747125922,-0.5482779062686784,39.32867132867133,108.7326362645887
batch2/case231/figure_4__panel_e/curve_4,batch2/case231/figure_4__panel_e,batch2,working-in-progress-1-to-301,case231,batch2/case231,"A Low-Cost, Durable Bifunctional Electrocatalyst Containing Atomic Co and Pt Species for Flow Alkali-Al/Acid Hybrid Fuel Cell and Zn-Air Battery | A Low-Cost, Durable Bifunctional Electrocatalyst Containing Atomic Co and Pt Species for Flow Alkali-Al/Acid Hybrid Fuel Cell and Zn–Air Battery",figure_4,e,Pt/C,Pt/C,benchmark,composite,True,PGM,alkaline,alkaline,1.0 M KOH,carbon,,unclear,,three_electrode_half_cell,V vs. RHE,Potential,mA cm^-2,Current density,linear,linear,potential_x_current_y,rhe,True,True,V,mA,33,32,0.2377622377622361,39.04895104895105,7.018614586512037,139.45682026243514,-139.45682026243514,-2.746414403417743,False,minus_E_RHE_negative_branch,33,0,33,-1.0,single_current_sign,32,1.0,minus_E_RHE_negative_branch,True,True,True,,49790.62233528754,True,,5.228452815610558,1.654115405555722,0.205098803502879,144.2475741138587,0.0,0.0,1956.8757055606277,7.819997813220257,0.9606979062767458,15.0,False,False,False,False,False,True,,2.2691763473659434,0.8194169230799493,0.99,29.88384329186393,2.47021343419583,0.0,278.88151505347537,2.9521259027048803,0.994398914856386,13.0,False,True,False,False,False,True,,8.931129455971103,2.189542865722785,0.1669203010034435,177.2403037922568,0.0,17.209421596321167,589.8995287762557,4.293525389963123,0.9881523969553162,17.0,False,False,False,False,False,True,,14.197038471130972,2.6530333844848357,0.99,29.88384329186393,2.7852084773709347,10.301837317132051,61.51260539381093,1.3864591297822637,0.9987645744819258,18.0,False,True,False,False,False,False,True,PM,29.88384329186393,-24.130259959645212,2.7852084773709347,10.301837317132051,39.04895104895105,108.7594694939811
