case_rel_path,figure_id,panel_id,curve_label,paper_title,figure6_group,both_better_global,both_better_and_widens,enrich_reported_material_name,enrich_material_class,active_elements,precious_elements,support_material,substrate_material,delta_eta10_mV,delta_eta50_mV,gap_widening_eta50_minus_eta10_mV,bv_gap_mV,ir_gap_mV,delta_b_bv_mV_dec,delta_b_bv_interval_mV,hc_intercept_candidate_minus_ptc_mV,delta_R_mV_per_mA,delta_Eoffset_mV,condition_alkaline,pm_containing,alkaline_PM_interaction,motif_alloy_class,Pt_containing,Ir_containing,Ru_containing,Pd_containing,motif_carbon_support,motif_chalcogen,motif_selenide_telluride,motif_phosphide,motif_oxide_hydroxide,motif_single_atom,motif_array_or_foam_architecture,PM_plus_oxophilic_partner,Pt_plus_partner,Ru_plus_partner,Pt_alloy_or_multimetal,Ru_chalcogen,multi_metal,has_oxophilic_partner,element_Ni,element_Mo,element_Co,element_Fe,element_P,element_S,element_Se,element_Te,dataset,manual_elements,manual_pm_elements,manual_nonpm_metal_partners,manual_tm_oxophilic_partners,manual_main_group_partners,manual_pm_core,manual_partner_type,manual_identity_family,manual_is_alloy_or_metallic_glass,manual_is_single_atom_or_site_isolated,manual_has_carbon_support,manual_has_oxide_hydroxide_interface,manual_has_chalcogenide,manual_has_phosphide,manual_has_carbide_boride_nitride,manual_pm_count,manual_nonpm_metal_partner_count,audit_strict_subfamily,audit_confidence,audit_issue_flag,audit_note,audit_elements_compact,audit_pm_compact,analysis_dataset,eta10_good,eta50_good,transition_class_strict,fixed_neff2_cand_b_tafel_mV_dec,fixed_neff2_ptc_b_tafel_mV_dec,fixed_neff2_log10_b_tafel_ptc_over_candidate,fixed_neff2_hc_intercept_advantage_mV,strict_cand_b_bv_mV_dec,strict_ptc_b_bv_mV_dec,strict_delta_b_bv_mV_dec,strict_delta_b_bv_interval_mV,strict_log10_b_bv_ptc_over_candidate,strict_hc_intercept_candidate_minus_ptc_mV,both_better,alkaline_pm_branch
batch8/case1538,figure_6,a,Ni0.75Cu0.25/C,"Tuning of Trifunctional NiCu Bimetallic Nanoparticles Confined in a Porous Carbon Network with Surface Composition and Local Structural Distortions for the Electrocatalytic Oxygen Reduction, Oxygen and Hydrogen Evolution Reactions",Acidic non-PM,False,False,Ni0.75Cu0.25/C,composite,"{'Ni', 'Cu'}",[],carbon,glassy carbon,280.68785214191104,315.8030172532372,35.11516511132618,70.30082447821891,-36.10995879954837,100.59586474566972,70.31349201746633,191.32567166801783,-0.9027489699887096,-3.635422080929203,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,CD,"Cu,Ni",,"Cu,Ni","Cu,Ni",,non-PM,no PM,non-PM other,False,False,True,False,False,False,False,0,2,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Cu,Ni",,CD,False,False,neither,137.6743145760156,37.07844983034588,-0.569731354043836,-191.32567166801783,137.6743145760156,37.07844983034588,100.59586474566972,70.31349201746633,-0.569731354043836,191.32567166801783,False,
batch8/case1709,figure_5,a,Ni1-NOMHC-3,Tailoring Mesopores on Ultrathin Hollow Carbon Nanoarchitecture with N2O2 Coordinated Ni Single-Atom Catalysts for Hydrogen Evolution,Acidic non-PM,False,False,Ni1-NOMHC-3,single_atom,{'Ni'},[],"N,O-co-doped mesoporous hollow carbon",,44.19123522513828,111.07475664096748,66.8835214158292,-2.7947903271292525,70.85941045743886,0.0,0.0,22.381320571511765,1.7714852614359715,47.21967671195395,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,CD,Ni,,Ni,Ni,,non-PM,no PM,non-PM other,False,True,True,False,False,False,False,0,1,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.",Ni,,CD,False,False,neither,36.981256073681614,36.981256073681614,0.0,-22.381320571511765,36.981256073681614,36.981256073681614,0.0,0.0,0.0,22.381320571511765,False,
batch8/case1762,figure_3,a,CoSe2 nanosheet,Heterogeneous Spin States in Ultrathin Nanosheets Induce Subtle Lattice Distortion To Trigger Efficient Hydrogen Evolution,Acidic non-PM,False,False,CoSe2 nanosheet,other,"{'Co', 'Se'}",[],,,204.7217333489773,232.47148239404493,27.74974904506763,15.27105320631525,10.434816590112993,1.350585588694706,0.9440188147861032,221.86616319964088,0.2608704147528247,-236.77847489989244,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,CD,"Co,Se",,Co,Co,Se,non-PM,no PM,non-PM chalcogenide,False,False,False,False,True,False,False,0,1,non-PM chalcogenide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Se",,CD,False,False,neither,38.33184166237632,36.981256073681614,-0.0155780275882544,-221.86616319964088,38.33184166237632,36.981256073681614,1.350585588694706,0.9440188147861032,-0.0155780275882544,221.86616319964088,False,
batch8/case1762,figure_3,a,Mn0.03Co0.97Se2,Heterogeneous Spin States in Ultrathin Nanosheets Induce Subtle Lattice Distortion To Trigger Efficient Hydrogen Evolution,Acidic non-PM,False,False,Mn0.03Co0.97Se2,other,"{'Co', 'Se', 'Mn'}",[],,,174.6933787007705,196.4615869134293,21.76820821265881,14.214540024595044,5.775691335809108,0.0,0.0,194.09319500532897,0.1443922833952276,116.929415104631,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,CD,"Co,Mn,Se",,"Co,Mn","Co,Mn",Se,non-PM,no PM,non-PM chalcogenide,False,False,False,False,True,False,False,0,2,non-PM chalcogenide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Mn,Se",,CD,False,False,neither,36.981256073681614,36.981256073681614,0.0,-194.09319500532897,36.981256073681614,36.981256073681614,0.0,0.0,0.0,194.09319500532897,False,
batch8/case1762,figure_3,a,Mn0.05Co0.95Se2,Heterogeneous Spin States in Ultrathin Nanosheets Induce Subtle Lattice Distortion To Trigger Efficient Hydrogen Evolution,Acidic non-PM,False,False,Mn0.05Co0.95Se2,other,"{'Co', 'Se', 'Mn'}",[],,,151.9637060502953,170.69374874021128,18.73004268991599,13.65646054947783,3.892496068526989,0.0,0.0,170.8795959875044,0.0973124017131746,117.07626348104236,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,CD,"Co,Mn,Se",,"Co,Mn","Co,Mn",Se,non-PM,no PM,non-PM chalcogenide,False,False,False,False,True,False,False,0,2,non-PM chalcogenide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Mn,Se",,CD,False,False,neither,36.981256073681614,36.981256073681614,0.0,-170.8795959875044,36.981256073681614,36.981256073681614,0.0,0.0,0.0,170.8795959875044,False,
batch8/case1774,figure_3,a,Ni-C-N NSs,Ni-C-N Nanosheets as Catalyst for Hydrogen Evolution Reaction,Acidic non-PM,False,False,Ni-C-N NSs,composite,"{'N', 'C', 'Ni'}",[],,,52.72359137893743,34.95565995467839,-17.76793142425904,-7.909169985755785,-4.192562050241292,-41.91468265503773,-29.297105917134576,117.27552231968066,-0.1048140512560323,22.38460962984129,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,CD,"C,N,Ni",,Ni,Ni,"C,N",non-PM,no PM,non-PM other,False,False,False,False,False,False,False,0,1,non-PM oxide/hydroxide/nitride-containing,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,N,Ni",,CD,False,False,neither,36.981256073681614,78.89593872871934,0.3290729899620643,-117.27552231968066,36.981256073681614,78.89593872871934,-41.91468265503773,-29.297105917134576,0.3290729899620643,117.27552231968066,False,
batch8/case1831,figure_5,a,Mo^0/GDY,Highly Efficient and Selective Generation of Ammonia and Hydrogen on a Graphdiyne-Based Catalyst,Acidic non-PM,True,False,Mo^0/GDY,single_atom,"{'Mo', 'C'}",[],graphdiyne,,-11.970074812967582,-5.232157700985638,6.737917111981943,-1.929340544953508,14.572689784606013,0.0,0.0,-20.41160997608209,0.3643172446151504,-1.9319641252899744,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,CD,"C,Mo",,Mo,Mo,C,non-PM,no PM,non-PM other,False,True,False,False,False,False,False,0,1,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,Mo",,CD,True,True,both-better,36.981256073681614,36.981256073681614,0.0,20.41160997608209,36.981256073681614,36.981256073681614,0.0,0.0,0.0,-20.41160997608209,True,
batch0/case24,figure_4,a,Co3Mo3N/Co4N/Co-700,Cobalt-based Co3Mo3N/Co4N/Co Metallic Heterostructure as a Highly Active Electrocatalyst for Alkaline Overall Water Splitting,Alkaline non-PM,False,False,Co3Mo3N/Co4N/Co-700,composite,"{'Co', 'Mo', 'N'}",[],graphitic carbon framework,carbon cloth,125.09960159362552,145.4467842914059,20.34718269778037,3.124508097585021e-06,24.62946185163382,0.0,0.0,102.19763656566587,0.6157365462908455,3.4624927991444565e-06,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,CD,"Co,Mo,N",,"Co,Mo","Co,Mo",N,non-PM,no PM,non-PM other,False,False,True,False,False,False,False,0,2,non-PM oxide/hydroxide/nitride-containing,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Mo,N",,CD,False,False,neither,147.9250242947264,147.9250242947264,0.0,-102.19763656566587,147.9250242947264,147.9250242947264,0.0,0.0,0.0,102.19763656566587,False,
batch0/case24,figure_4,a,Co3Mo3N/Co4N/Co-750,Cobalt-based Co3Mo3N/Co4N/Co Metallic Heterostructure as a Highly Active Electrocatalyst for Alkaline Overall Water Splitting,Alkaline non-PM,False,False,Co3Mo3N/Co4N/Co-750,composite,"{'Co', 'Mo', 'N'}",[],graphitic carbon framework,carbon cloth,47.80876494023905,45.82044492836113,-1.9883200118779245,2.976756206862774e-06,2.423830264921488,0.0,0.0,39.10996486892678,0.0605957566230372,8.189647360268283e-08,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,CD,"Co,Mo,N",,"Co,Mo","Co,Mo",N,non-PM,no PM,non-PM other,False,False,True,False,False,False,False,0,2,non-PM oxide/hydroxide/nitride-containing,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Mo,N",,CD,False,False,neither,147.9250242947264,147.9250242947264,0.0,-39.10996486892678,147.9250242947264,147.9250242947264,0.0,0.0,0.0,39.10996486892678,False,
batch0/case24,figure_4,a,Co3Mo3N/Co4N/Co-800,Cobalt-based Co3Mo3N/Co4N/Co Metallic Heterostructure as a Highly Active Electrocatalyst for Alkaline Overall Water Splitting,Alkaline non-PM,False,False,Co3Mo3N/Co4N/Co-800,composite,"{'Co', 'Mo', 'N'}",[],graphitic carbon framework,carbon cloth,89.64143426294822,107.21603382388815,17.57459956093993,3.122018583212593e-06,8.466457474791678,-2.8421709430404014e-14,-1.986592236380656e-14,86.974857079298,0.2116614368697919,0.0003248235863964,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,CD,"Co,Mo,N",,"Co,Mo","Co,Mo",N,non-PM,no PM,non-PM other,False,False,True,False,False,False,False,0,2,non-PM oxide/hydroxide/nitride-containing,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Mo,N",,CD,False,False,neither,147.92502429472637,147.9250242947264,9.643274665532872e-17,-86.974857079298,147.92502429472637,147.9250242947264,-2.8421709430404014e-14,-1.986592236380656e-14,9.643274665532872e-17,86.974857079298,False,
batch0/case27,figure_4,a,WN-NiN/CFP,Customizing Bonding Affinity with Multi-Intermediates via Interfacial Electron Capture to Boost Hydrogen Evolution in Alkaline Water Electrolysis,Alkaline non-PM,False,False,WN-NiN/CFP,composite,"{'N', 'Ni', 'W'}",[],,carbon fiber paper,16.76793981481481,17.686631944444443,0.9186921296296332,8.230503171679565,-5.577786461489673,10.018269755178402,7.002470054216454,8.66296263728265,-0.1394446615372416,-7.404339926625916,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,CD,"N,Ni,W",,"Ni,W","Ni,W",N,non-PM,no PM,non-PM other,False,False,True,False,False,False,False,0,2,non-PM oxide/hydroxide/nitride-containing,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","N,Ni,W",,CD,False,False,neither,46.999525828860016,36.981256073681614,-0.1041118184779669,-8.66296263728265,46.999525828860016,36.981256073681614,10.018269755178402,7.002470054216454,-0.1041118184779669,8.66296263728265,False,
batch0/case29,figure_3,a,MnWO4/FeCoNi-D,High-Efficiency Photo-Assisted Large Current-Density Water Splitting with Mott-Schottky Heterojunctions,Alkaline non-PM,False,False,MnWO4/FeCoNi/Ti,composite,"{'Fe', 'Mn', 'Co', 'W', 'Ni'}",[],,Ti,59.40305468112394,73.45225603357817,14.049201352454226,36.2659976578984,-12.388467262436942,-15.71804860529761,-10.986444501798626,139.14795260233092,-0.3097116815609235,34.340503725627855,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,CD,"Co,Fe,Mn,Ni,W",,"Co,Fe,Mn,Ni,W","Co,Fe,Mn,Ni,W",,non-PM,no PM,non-PM other,False,False,False,False,False,False,False,0,5,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Fe,Mn,Ni,W",,CD,False,False,neither,72.74442977031642,88.46247837561403,0.0849593585752799,-139.14795260233092,72.74442977031642,88.46247837561403,-15.71804860529761,-10.986444501798626,0.0849593585752799,139.14795260233092,False,
batch0/case46,figure_3,a,FeOOH/Mo-NiSx,Mo-Doping Emergence in FeOOH/NiSx Heterostructure for Ultrastable Alkaline Overall Water Electrolysis,Alkaline non-PM,False,False,FeOOH/Mo-NiSx,composite,"{'Mo', 'Ni', 'Fe'}",[],Mo-Ni3S2,nickel foam,28.84001587931718,62.99825757738724,34.15824169807006,37.96767211881394,-5.502255202841303,49.8363972270788,34.834146785902824,-15.48628208079549,-0.1375563800710325,-208.31720592093023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,CD,"Fe,Mo,Ni",,"Fe,Mo,Ni","Fe,Mo,Ni",,non-PM,no PM,non-PM other,False,False,False,False,False,False,False,0,3,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Fe,Mo,Ni",,CD,False,False,neither,86.81765330076041,36.981256073681614,-0.3706263846428791,15.48628208079549,86.81765330076041,36.981256073681614,49.8363972270788,34.834146785902824,-0.3706263846428791,-15.48628208079549,False,
batch1/case1,figure_2,a,Ni/Ni(OH)2,Ultrathin Ni(0)-Embedded Ni(OH)2 Heterostructured Nanosheets with Enhanced Electrochemical Overall Water Splitting,Alkaline non-PM,False,False,Ni/Ni(OH)2 nanosheets,composite,"{'H', 'Ni', 'O'}",[],,carbon paper,26.798265290862865,36.03459448681521,9.236329195952344,0.2526889705004507,8.435011171309956,0.3615812327164036,0.2527344357996077,24.32301853484512,0.2108752792827489,-1.0748522072390188e-09,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,CD,"H,Ni,O",,Ni,Ni,O,non-PM,no PM,non-PM oxide/hydroxide/nitride,False,False,True,True,False,False,False,0,1,non-PM oxide/hydroxide/nitride-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","H,Ni,O",,CD,False,False,neither,37.34283730639802,36.981256073681614,-0.0042256545855422,-24.32301853484512,37.34283730639802,36.981256073681614,0.3615812327164036,0.2527344357996077,-0.0042256545855422,24.32301853484512,False,
batch1/case100,figure_2,a,Ni(OH)2@Ni-N/Ni-C/NF,Monometallic interphasic synergy via nano-hetero-interfacing for hydrogen evolution in alkaline electrolytes,Alkaline non-PM,False,False,Ni(OH)2@Ni-N/Ni-C/NF,composite,"{'N', 'C', 'Ni', 'O'}",[],Ni-N/Ni-C,nickel foam,32.34214390602055,48.91703377386196,16.574889867841406,29.502228061286385,-11.540821768381305,37.00194529378431,25.863249862437552,-0.7210643166624955,-0.2885205442095326,-205.0806466761878,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,CD,"C,N,Ni,O",,Ni,Ni,"C,N,O",non-PM,no PM,non-PM oxide/hydroxide/nitride,False,False,False,True,False,False,False,0,1,non-PM oxide/hydroxide/nitride-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,N,Ni,O",,CD,False,False,neither,73.98320136746592,36.981256073681614,-0.3011514620312126,0.7210643166624955,73.98320136746592,36.981256073681614,37.00194529378431,25.863249862437552,-0.3011514620312126,-0.7210643166624955,False,
batch1/case107,figure_4a,a,Fe(OH)x@Cu-MOF,Exposing unsaturated Cu1-O2 sites in nanoscale Cu-MOF for efficient electrocatalytic hydrogen evolution,Alkaline non-PM,False,False,Fe(OH)x@Cu-MOF NBs,composite,"{'Cu', 'Fe'}",[],Fe(OH)x,,49.61672473867596,93.33556655481308,43.71884181613713,26.79004205020551,17.13079363100549,37.657590714665005,26.321526345113423,7.718298137703254,0.4282698407751373,-207.42442742143143,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,CD,"Cu,Fe",,"Cu,Fe","Cu,Fe",,non-PM,no PM,non-PM other,False,False,False,False,False,False,False,0,2,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Cu,Fe",,CD,False,False,neither,74.63884678834687,36.98125607368186,-0.3049832627510219,-7.718298137703254,74.63884678834687,36.98125607368186,37.657590714665005,26.321526345113423,-0.3049832627510219,7.718298137703254,False,
batch1/case22,figure_5,a,NM-1,Synergizing Hydrogen Spillover and Deprotonation by the Internal Polarization Field in a MoS2/NiPS3 Vertical Heterostructure for Boosted Water Electrolysis,Alkaline non-PM,False,False,NM-1,composite,"{'Mo', 'S', 'Ni', 'P'}",[],NiPS3,,90.20236202012056,104.83921268279737,14.636850662676792,24.0649257921049,-11.91841364677358,26.56433495126404,18.567673316068483,73.34027038346707,-0.2979603411693395,47.110553207480805,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,CD,"Mo,Ni,P,S",,"Mo,Ni","Mo,Ni","P,S",non-PM,no PM,non-PM phosphide,False,False,False,False,True,True,False,0,2,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Mo,Ni,P,S",,CD,False,False,neither,63.54559102494565,36.981256073681614,-0.235103765392448,-73.34027038346707,63.54559102494565,36.981256073681614,26.56433495126404,18.567673316068483,-0.235103765392448,73.34027038346707,False,
batch1/case27,figure_4,a,o-NiTPyP/CNTs,Hydrogen-Bond Regulation of the Microenvironment of Ni(II)-Porphyrin Bifunctional Electrocatalysts for Efficient Overall Water Splitting,Alkaline non-PM,False,False,o-NiTPyP/CNTs,composite,{'Ni'},[],acidified multiwall carbon nanotubes,nickel foam,163.4349176021017,159.1415135008034,-4.293404101298336,-2.0603250645799065,-5.463140036554748,-18.138134536038493,-12.678011975302118,197.39802136673853,-0.1365785009138687,-207.05421443537367,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,CD,Ni,,Ni,Ni,,non-PM,no PM,non-PM other,False,False,True,False,False,False,False,0,1,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.",Ni,,CD,False,False,neither,89.30967810700322,107.44781264304171,0.0802990547454041,-197.39802136673853,89.30967810700322,107.44781264304171,-18.138134536038493,-12.678011975302118,0.0802990547454041,197.39802136673853,False,
batch1/case4,figure_4,c,3DP GC/NiFeP-12L,3D Printed Mechanically Robust Graphene/CNT Electrodes for Highly Efficient Overall Water Splitting,Alkaline non-PM,False,False,3DP GC/NiFeP-12L,phosphide,"{'Ni', 'P', 'Fe'}",[],graphene/CNT,3D-printed graphene/CNT electrode,59.10028860028865,115.10365013774106,56.003361537452406,14.860569899516392,37.263439741988485,23.772359961505003,16.616166545370554,28.936218401668,0.9315859935497122,254.9129425525934,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,CD,"Fe,Ni,P",,"Fe,Ni","Fe,Ni",P,non-PM,no PM,non-PM phosphide,False,False,True,False,False,True,False,0,2,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Fe,Ni,P",,CD,False,False,neither,69.94447143079982,46.17211146929482,-0.1803736570992132,-28.936218401668,69.94447143079982,46.17211146929482,23.772359961505003,16.616166545370554,-0.1803736570992132,28.936218401668,False,
batch1/case4,figure_4,c,3DP GC/NiFeP-24L,3D Printed Mechanically Robust Graphene/CNT Electrodes for Highly Efficient Overall Water Splitting,Alkaline non-PM,False,False,3DP GC/NiFeP-24L,phosphide,"{'Ni', 'P', 'Fe'}",[],graphene/CNT,3D-printed graphene/CNT electrode,42.01948051948055,59.5456664547574,17.526185935276843,9.018566730505457,5.375791508395803,12.904976718648236,9.02019163298978,30.479250863945023,0.1343947877098951,4.768013184275333e-07,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,CD,"Fe,Ni,P",,"Fe,Ni","Fe,Ni",P,non-PM,no PM,non-PM phosphide,False,False,True,False,False,True,False,0,2,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Fe,Ni,P",,CD,False,False,neither,59.077088187943055,46.17211146929482,-0.1070393460428123,-30.479250863945023,59.077088187943055,46.17211146929482,12.904976718648236,9.02019163298978,-0.1070393460428123,30.479250863945023,False,
batch1/case44,figure_3,a,NiP2-600 (c),Phase-Junction Electrocatalysts towards Enhanced Hydrogen Evolution Reaction in Alkaline Media,Alkaline non-PM,False,False,NiP2-600 (c),phosphide,"{'Ni', 'P'}",[],,carbon cloth,175.44983642311885,218.74663758633227,43.296801163213416,40.65573559788429,3.05426846340481,31.53248254240689,22.04025945939158,164.99906224528178,0.0763567115851203,138.78998407652716,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,CD,"Ni,P",,Ni,Ni,P,non-PM,no PM,non-PM phosphide,False,False,True,False,False,True,False,0,1,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Ni,P",,CD,False,False,neither,88.73683811035225,57.20435556794536,-0.1906748523352913,-164.99906224528178,88.73683811035225,57.20435556794536,31.53248254240689,22.04025945939158,-0.1906748523352913,164.99906224528178,False,
batch1/case44,figure_3,a,NiP2-650 (c/m),Phase-Junction Electrocatalysts towards Enhanced Hydrogen Evolution Reaction in Alkaline Media,Alkaline non-PM,False,False,NiP2-650 (c/m),composite,"{'Ni', 'P'}",[],,carbon cloth,127.65358051617594,147.75427117411851,20.10069065794258,23.06037375578197,-2.7254493364234853,4.226111344048398,2.9539250644740074,147.03669910605896,-0.0681362334105871,-196.51862295304767,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,CD,"Ni,P",,Ni,Ni,P,non-PM,no PM,non-PM phosphide,False,False,True,False,False,True,False,0,1,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Ni,P",,CD,False,False,neither,61.43046691199376,57.20435556794536,-0.0309547188073341,-147.03669910605896,61.43046691199376,57.20435556794536,4.226111344048398,2.9539250644740074,-0.0309547188073341,147.03669910605896,False,
batch1/case44,figure_3,a,NiP2-700 (c/m),Phase-Junction Electrocatalysts towards Enhanced Hydrogen Evolution Reaction in Alkaline Media,Alkaline non-PM,False,False,NiP2-700 (c/m),composite,"{'Ni', 'P'}",[],,carbon cloth,170.47073791348598,194.30134496546708,23.830607051981104,22.28210157401738,2.3398801393594324,3.1124549419336347,2.175512644259016,188.96071471396613,0.0584970034839857,-198.9194205173231,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,CD,"Ni,P",,Ni,Ni,P,non-PM,no PM,non-PM phosphide,False,False,True,False,False,True,False,0,1,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Ni,P",,CD,False,False,neither,60.316810509879,57.20435556794536,-0.0230092709802144,-188.96071471396613,60.316810509879,57.20435556794536,3.1124549419336347,2.175512644259016,-0.0230092709802144,188.96071471396613,False,
batch1/case44,figure_3,a,NiP2-750 (m),Phase-Junction Electrocatalysts towards Enhanced Hydrogen Evolution Reaction in Alkaline Media,Alkaline non-PM,False,False,NiP2-750 (m),phosphide,"{'Ni', 'P'}",[],,carbon cloth,256.9259663152792,317.95528898582336,61.02932267054416,70.29043581458352,-5.215755729423813,71.80924709021176,50.19250975001156,207.9796782751519,-0.1303938932355953,65.3845793070742,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,CD,"Ni,P",,Ni,Ni,P,non-PM,no PM,non-PM phosphide,False,False,True,False,False,True,False,0,1,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Ni,P",,CD,False,False,neither,129.0136026581571,57.20435556794536,-0.3532064054701025,-207.9796782751519,129.0136026581571,57.20435556794536,71.80924709021176,50.19250975001156,-0.3532064054701025,207.9796782751519,False,
batch1/case5,figure_3,a,MoO2-FeP@C,Interfacial Engineering of MoO2-FeP Heterojunction for Highly Efficient Hydrogen Evolution Coupled with Biomass Electrooxidation,Alkaline non-PM,False,False,MoO2-FeP@C,composite,"{'Mo', 'O', 'P', 'Fe'}",[],carbon,,69.46617789206834,96.0799302191489,26.61375232708056,40.37662826340713,-23.277412054413105,49.70353326842229,34.74127886414458,36.28561295978177,-0.5819353013603277,5.883159170130455,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,CD,"Fe,Mo,O,P",,"Fe,Mo","Fe,Mo","O,P",non-PM,no PM,non-PM phosphide,False,False,True,True,False,True,False,0,2,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Fe,Mo,O,P",,CD,False,False,neither,86.6847893421039,36.981256073681614,-0.3699612401701157,-36.28561295978177,86.6847893421039,36.981256073681614,49.70353326842229,34.74127886414458,-0.3699612401701157,36.28561295978177,False,
